City,Region,Country,AirQuality,WaterPollution
Huaral,Lima region,Peru,50,25
San Ignacio,Cayo District,Belize,100,75
Ashburton,Canterbury Region,New Zealand,80,50
Ashford,England,United Kingdom,50,0
Ashland,Ohio,United States of America,83.33333333,8.333333333
Sokolov,,Czech Republic,100,50
Chatham,England,United Kingdom,80,37.5
Eastleigh,England,United Kingdom,0,25
Lagos,,Portugal,75,75
Viamao,Rio Grande do Sul,Brazil,100,50
Greensburg,Pennsylvania,United States of America,87.5,50
Cabo Frio,Rio de Janeiro,Brazil,87.5,62.5
Kedainiai,,Lithuania,60,0
Ylivieska,,Finland,100,0
St. Cloud,Minnesota,United States of America,100,0
Sur,Ash Sharqiyah South Governorate,Oman,75,25
Marilia,Sao Paulo,Brazil,83.33333333,0
Reynosa,Tamaulipas State,Mexico,62.5,58.33333333
Matamoros,Tamaulipas State,Mexico,75,56.25
Sittwe,,Myanmar,0,25
Velky Meder,Trnava Region,Slovakia,75,50
Stratford,Ontario,Canada,50,41.66666667
Santa Maria,Rio Grande do Sul,Brazil,62.5,87.5
Linden,Upper Demerara-Berbice,Guyana,37.5,62.5
Butte,North Dakota,United States of America,75,56.25
Mae Hong Son,Mae Hong Son,Thailand,50,50
Ballsh,Fier County,Albania,0,62.5
Jonava,,Lithuania,50,100
Farmington,Connecticut,United States of America,75,50
Scarborough,England,United Kingdom,100,25
Whangarei,Northland Region,New Zealand,80.76923077,53.57142857
Saldus,,Latvia,100,0
New Rochelle,New York,United States of America,50,25
Puerto Penasco,Sonora,Mexico,68.75,37.5
Pleasanton,California,United States of America,100,0
Barisal,Barisal Division,Bangladesh,20,50
Battambang,Battambang Province,Cambodia,66.66666667,50
Corvallis,Oregon,United States of America,75,50
Naousa,,Greece,100,0
Chios,North Aegean Region,Greece,87.5,87.5
Villavicencio,Meta,Colombia,100,25
San Juan,Metro Manila,Philippines,25,75
Maynooth,Leinster,Ireland,50,58.33333333
Senica,Trnava Region,Slovakia,62.5,50
Savannakhet,Savannakhet Province,Laos,75,100
Vila Real de Santo Antonio,,Portugal,75,50
Stalowa Wola,Podkarpackie Voivodeship,Poland,25,25
Lake Forest,California,United States of America,87.5,0
Gaithersburg,Maryland,United States of America,91.66666667,12.5
Gulbene,Gulbene Municipality,Latvia,100,0
Easton,Maryland,United States of America,100,50
Hyattsville,Maryland,United States of America,50,75
Fairfield,Connecticut,United States of America,79.16666667,62.5
Partizanske,Trencin Region,Slovakia,50,50
Trumbull,Connecticut,United States of America,91.66666667,25
Laurel,Maryland,United States of America,87.5,50
Athens,Ohio,United States of America,100,0
Hagerstown,Maryland,United States of America,87.5,50
Salisbury,Maryland,United States of America,100,0
Georgetown,Delaware,United States of America,100,50
Budaors,Pest County,Hungary,75,0
Svitavy,,Czech Republic,62.5,50
Askim,Viken,Norway,100,50
Milton,Delaware,United States of America,50,100
Richmond,Kentucky,United States of America,80.26315789,47.36842105
Bharuch,Gujarat,India,30.55555556,67.85714286
Bhagalpur,Bihar,India,53.75,50
Springs,Gauteng,South Africa,0,50
Lages,Santa Catarina,Brazil,62.5,75
Saveh,Markazi Province,Iran,25,75
Hachimantai,Iwate Prefecture,Japan,100,0
Rujiena,Rujiena Municipality,Latvia,100,0
Milovice,,Czech Republic,90,0
Keene,New Hampshire,United States of America,100,50
Nonthaburi,Nonthaburi,Thailand,33.33333333,50
Boumerdes,Boumerdes Province,Algeria,33.33333333,58.33333333
Johnson City,Tennessee,United States of America,90,20
Milagro,Guayas Province,Ecuador,0,50
Spartanburg,South Carolina,United States of America,100,25
La Chorrera,Panama Province,Panama,25,75
Kurunegala,North Western Province,Sri Lanka,50,100
Peterborough,Ontario,Canada,85,20.83333333
Klaipeda,,Lithuania,75,33.33333333
Wallasey,England,United Kingdom,100,25
Victoria,Texas,United States of America,100,25
Songea,Ruvuma Region,Tanzania,62.5,75
Songkhla,Songkhla,Thailand,42.85714286,50
Bhiwani,Haryana,India,25,12.5
Prijepolje,Zlatibor District,Serbia,0,50
Bafoussam,West Region,Cameroon,0,50
Boquete,Chiriqui Province,Panama,90,43.75
Banning,California,United States of America,80,50
Laitila,,Finland,100,50
Barnstable,Massachusetts,United States of America,100,75
Bartlesville,Oklahoma,United States of America,75,75
Baruun-Urt,Sukhbaatar Province,Mongolia,37.5,50
Basingstoke,England,United Kingdom,100,0
Bathurst,New Brunswick,Canada,95,50
Baytown,Texas,United States of America,100,50
Beaufort,North Carolina,United States of America,50,75
Beaverlodge,Alberta,Canada,100,50
Beckley,West Virginia,United States of America,100,50
Bochnia,Lesser Poland Voivodeship,Poland,60,0
Belmont,California,United States of America,100,25
Udon Thani,Udon Thani,Thailand,40,50
Irapuato,,Mexico,17.5,65
Beni Mellal,Beni Mellal-Khenifra,Morocco,75,100
Kuantan,Pahang,Malaysia,62.5,75
Benoni,Gauteng,South Africa,50,62.5
Bentonville,Arkansas,United States of America,91.66666667,0
York,Pennsylvania,United States of America,64.28571429,75
Chesterfield,England,United Kingdom,87.5,16.66666667
Delray Beach,Florida,United States of America,100,0
Newport,Oregon,United States of America,100,75
Nador,Oriental,Morocco,54.16666667,45.83333333
Krosno,Podkarpackie Voivodeship,Poland,62.5,50
Halifax,England,United Kingdom,81.25,50
Beroun,,Czech Republic,62.5,50
Quilmes,Buenos Aires Province,Argentina,25,25
Hnusta,Banska Bystrica Region,Slovakia,62.5,50
Grass Valley,California,United States of America,62.5,62.5
Mount Vernon,New York,United States of America,100,50
Naujoji Akmene,,Lithuania,62.5,50
Tirupur,Tamil Nadu,India,42.64705882,50
Medford,Oregon,United States of America,85.71428571,25
Ukiah,California,United States of America,100,50
Dublin,California,United States of America,100,0
Sannicolau Mare,Timi? County,Romania,75,50
Ojai,California,United States of America,87.5,50
Korla,Xinjiang,People's Republic of China,0,50
Malacky,Bratislava Region,Slovakia,87.5,50
Wheeling,West Virginia,United States of America,70,75
Temecula,California,United States of America,71.42857143,27.77777778
Murrieta,California,United States of America,100,25
Indio,California,United States of America,50,25
Myrtle Beach,South Carolina,United States of America,87.5,50
Yamanashi,Yamanashi Prefecture,Japan,100,0
Redondo Beach,California,United States of America,100,37.5
Surat Thani,Surat Thani,Thailand,37.5,50
Limeira,Sao Paulo,Brazil,12.5,75
Gizycko,Warmian-Masurian Voivodeship,Poland,100,50
Mustvee,Jogeva County,Estonia,100,50
Petrolina,Pernambuco,Brazil,87.5,75
Itajai,Santa Catarina,Brazil,100,0
Kent,Washington,United States of America,100,0
Texarkana,Texas,United States of America,64.28571429,75
Kennewick,Washington,United States of America,95,20
Phuket,Phuket,Thailand,70.68965517,70.23809524
Crawley,England,United Kingdom,50,0
Taunton,England,United Kingdom,50,50
Weston-super-Mare,England,United Kingdom,68.75,0
Ramat HaSharon,Tel Aviv District,Israel,25,75
Camarillo,California,United States of America,100,0
Kearney,Nebraska,United States of America,100,75
Klamath Falls,Oregon,United States of America,83.33333333,62.5
Roseburg,Oregon,United States of America,75,40
Kuala Terengganu,Terengganu,Malaysia,35.71428571,70
Danville,California,United States of America,100,75
Jelsava,Banska Bystrica Region,Slovakia,50,50
Spanish Town,Middlesex County,Jamaica,50,100
North Charleston,South Carolina,United States of America,100,50
Nagercoil,Tamil Nadu,India,37.5,55
Seremban,Negeri Sembilan,Malaysia,25,91.66666667
Joniskis,,Lithuania,87.5,50
Livingston,Scotland,United Kingdom,66.66666667,25
Jaslo,Podkarpackie Voivodeship,Poland,62.5,50
Szczecinek,West Pomeranian Voivodeship,Poland,75,50
Covilha,Castelo Branco,Portugal,95.83333333,0
Koprivnice,,Czech Republic,75,50
Mostaganem,Mostaganem Province,Algeria,75,75
Jaragua do Sul,Santa Catarina,Brazil,87.5,37.5
Mora,Dalarna County,Sweden,75,0
Oroville,California,United States of America,100,0
Madera,California,United States of America,75,50
Glendora,California,United States of America,50,25
Praia Grande,Sao Paulo,Brazil,75,100
Nyala,South Darfur,Sudan,100,0
Onitsha,Anambra State,Nigeria,0,75
Wad Madani,Gezira,Sudan,100,25
Panama City,Florida,United States of America,50,37.5
Longview,Texas,United States of America,85,75
Cary,North Carolina,United States of America,50,62.5
Hamilton,Ohio,United States of America,87.5,50
Marietta,Georgia,United States of America,80.55555556,10
Stillwater,Oklahoma,United States of America,93.75,50
Harlow,England,United Kingdom,50,0
Kalispell,Montana,United States of America,89.28571429,0
Livonia,Michigan,United States of America,100,25
Montclair,California,United States of America,75,0
Soroca,Soroca District,Moldova,75,75
Nanded,Maharashtra,India,38.23529412,53.57142857
Sargodha,Punjab,Pakistan,68.75,37.5
Klang,Selangor,Malaysia,30,75
Chiang Rai,Chiang Rai,Thailand,22.36842105,62.5
Manhattan,Kansas,United States of America,100,0
Dartford,England,United Kingdom,50,75
Tlokweng,South-East District,Botswana,62.5,75
Bilaspur,Chhattisgarh,India,31.57894737,75
Chandrapur,Maharashtra,India,11.11111111,68.33333333
Paro,Paro District,Bhutan,75,50
Eslamshahr,Tehran Province,Iran,0,50
Yucca Valley,California,United States of America,87.5,50
Summerside,Prince Edward Island,Canada,100,0
Slonim,Grodno Region,Belarus,62.5,12.5
Bindura,Mashonaland Central Province,Zimbabwe,50,75
Lake Charles,Louisiana,United States of America,66.66666667,60
Yarmouth,Nova Scotia,Canada,100,25
Huntsville,Texas,United States of America,100,50
Petaling Jaya,Selangor,Malaysia,39.81481481,57.95454545
Moss Point,Mississippi,United States of America,91.66666667,50
Verona,Mississippi,United States of America,100,50
Olive Branch,Mississippi,United States of America,100,0
Freeport,,The Bahamas,75,0
Phitsanulok,Phitsanulok,Thailand,75,0
Minas,Lavalleja Department,Uruguay,100,25
Sukkur,Sindh,Pakistan,50,50
Harlingen,Texas,United States of America,100,0
Valparaiso,Indiana,United States of America,100,50
Jackson,Wyoming,United States of America,100,50
Dumaguete,,Philippines,20.83333333,62.5
Pagadian,,Philippines,75,75
Dagupan,Ilocos Region,Philippines,21.875,75
New Westminster,British Columbia,Canada,87.5,18.33333333
Loveland,Colorado,United States of America,72.5,35
Khon Kaen,Khon Kaen,Thailand,42.85714286,62.5
Kampot,Kampot Province,Cambodia,62.5,50
Subang Jaya,Selangor,Malaysia,42.5,70.45454545
Punta Gorda,Toledo District,Belize,100,75
Blenheim,Marlborough District,New Zealand,91.66666667,0
Bloomfield Hills,Michigan,United States of America,0,100
Boksburg,Gauteng,South Africa,50,50
Bolungarvik,,Iceland,100,0
Boone,North Carolina,United States of America,75,50
Bowling Green,Ohio,United States of America,100,16.66666667
Boynton Beach,Florida,United States of America,100,50
Brahmanbaria,Chattogram Division,Bangladesh,25,50
Brainerd,Minnesota,United States of America,100,50
Branson,Missouri,United States of America,100,0
Iernut,Mure? County,Romania,87.5,75
Ostroda,Warmian-Masurian Voivodeship,Poland,62.5,50
Brattleboro,Vermont,United States of America,100,50
Breckenridge,Colorado,United States of America,100,25
Vanderhoof,British Columbia,Canada,100,50
Wyszkow,Masovian Voivodeship,Poland,100,50
North Bay,Ontario,Canada,93.75,25
Kokomo,Indiana,United States of America,90,25
Sandpoint,Idaho,United States of America,100,0
Scunthorpe,England,United Kingdom,75,25
Resende,Rio de Janeiro,Brazil,62.5,50
Wisconsin Dells,Wisconsin,United States of America,100,50
Albert Lea,Minnesota,United States of America,100,25
Corcoran,California,United States of America,50,50
Bridgeton,New Jersey,United States of America,100,50
Bridport,England,United Kingdom,100,0
San Nicolas de los Garza,Nuevo Leon,Mexico,41.66666667,16.66666667
Rumelange,,Luxembourg,62.5,50
Modrice,,Czech Republic,12.5,50
La Ceiba,Atlantida Department,Honduras,62.5,75
Torres Vedras,Lisbon,Portugal,87.5,75
Vila Franca de Xira,Lisbon,Portugal,87.5,12.5
Tustin,California,United States of America,75,37.5
Kildare,Leinster,Ireland,100,100
Ocala,Florida,United States of America,77.5,32.5
Gillette,Wyoming,United States of America,100,50
Gedera,Central District,Israel,12.5,50
Langley,British Columbia,Canada,75,62.5
New Amsterdam,East Berbice-Corentyne,Guyana,100,50
San Angelo,Texas,United States of America,100,37.5
Colombo,Parana,Brazil,33.33333333,50
Oeiras,Lisbon,Portugal,81.25,18.75
Pinehurst,Georgia,United States of America,100,0
Serra,Espirito Santo,Brazil,25,75
Tarapoto,San Martin,Peru,75,75
Gujrat,Punjab,Pakistan,50,87.5
Imperial,California,United States of America,87.5,50
Sydney,Nova Scotia,Canada,100,25
Avellaneda,Santa Fe Province,Argentina,0,100
Largo,Florida,United States of America,75,75
San Miguelito District,Panama Province,Panama,50,50
Muncie,Indiana,United States of America,87.5,50
Elmira,New York,United States of America,100,25
Meru,Eastern Province,Kenya,75,25
Laurel,Mississippi,United States of America,87.5,50
Penticton,British Columbia,Canada,56.25,12.5
Oban,Scotland,United Kingdom,100,0
Koscierzyna,Pomeranian Voivodeship,Poland,62.5,50
La Crosse,Wisconsin,United States of America,100,50
Guadalupe,Nuevo Leon,Mexico,50,25
Bildudalur,,Iceland,0,100
St. Albert,Alberta,Canada,100,8.333333333
Sungai Petani,Kedah,Malaysia,37.5,50
Itapetininga,Sao Paulo,Brazil,62.5,50
Franklin,Massachusetts,United States of America,87.5,12.5
Sohar,Al Batinah North Governorate,Oman,75,66.66666667
Loja,Loja Province,Ecuador,100,75
Elizabethtown,Kentucky,United States of America,90,0
Ibarra,Imbabura Province,Ecuador,77.77777778,50
Selah,Washington,United States of America,75,25
Lake Elsinore,California,United States of America,50,75
Aliso Viejo,California,United States of America,100,75
Melbourne,Florida,United States of America,80,39.28571429
Pouso Alegre,Minas Gerais,Brazil,87.5,37.5
Paulista,Pernambuco,Brazil,75,25
Muskegon,Michigan,United States of America,100,50
Safety Harbor,Florida,United States of America,100,75
Burns Lake,British Columbia,Canada,100,50
Marshall,Missouri,United States of America,100,50
Rolla,Missouri,United States of America,100,25
Taos,Missouri,United States of America,100,75
Cornwall,Ontario,Canada,96.42857143,50
Libby,Montana,United States of America,100,25
Crown Point,Indiana,United States of America,87.5,25
Newbridge,Leinster,Ireland,50,0
Wenatchee,Washington,United States of America,25,0
Liberty,Missouri,United States of America,62.5,50
Chesterfield,Missouri,United States of America,87.5,37.5
O'Fallon,Missouri,United States of America,0,100
Youngstown,New York,United States of America,75,58.33333333
Forsyth,Montana,United States of America,80,100
Rock Hill,South Carolina,United States of America,87.5,62.5
Morristown,New Jersey,United States of America,100,100
Chesham,England,United Kingdom,75,50
Leesburg,Georgia,United States of America,87.5,50
Oshkosh,Nebraska,United States of America,50,75
Brentwood,Missouri,United States of America,75,0
Cape Canaveral,Florida,United States of America,75,0
Clayton,Missouri,United States of America,87.5,50
Sao Caetano do Sul,Sao Paulo,Brazil,37.5,50
Okara,Punjab,Pakistan,75,50
Vero Beach,Florida,United States of America,93.75,62.5
Lawrenceville,Georgia,United States of America,100,0
Weatherford,Texas,United States of America,100,0
Del Rio,Texas,United States of America,100,25
Warrenton,Virginia,United States of America,100,0
Sheikhupura,Punjab,Pakistan,50,100
Mansfield,Texas,United States of America,90,0
Whakatane,Bay of Plenty Region,New Zealand,100,37.5
Negril,Cornwall County,Jamaica,100,75
Skardu,Gilgit-Baltistan,Pakistan,100,75
Jeffersonville,Indiana,United States of America,87.5,50
Lake Worth,Texas,United States of America,100,100
Kawthaung,Tanintharyi Region,Myanmar,50,50
Katy,Texas,United States of America,60,50
McLean,Texas,United States of America,100,25
Leander,Texas,United States of America,100,0
San Marcos,Texas,United States of America,100,0
League City,Texas,United States of America,75,25
Chilliwack,British Columbia,Canada,79.54545455,16.66666667
Pullman,Washington,United States of America,100,0
Catanduva,Sao Paulo,Brazil,37.5,50
Mansfield,Ohio,United States of America,75,25
Krasnik,Lublin Voivodeship,Poland,50,50
Fort Dodge,Iowa,United States of America,25,75
Lakeville,Minnesota,United States of America,100,50
Titusville,Florida,United States of America,100,25
Lakewood,Washington,United States of America,100,75
Longview,Washington,United States of America,0,75
Oxford,Mississippi,United States of America,100,0
Lima,Ohio,United States of America,75,50
Nisko,Podkarpackie Voivodeship,Poland,62.5,50
Fort Walton Beach,Florida,United States of America,100,50
Paducah,Kentucky,United States of America,85.71428571,62.5
Coon Rapids,Minnesota,United States of America,100,50
Traverse City,Michigan,United States of America,75,25
Patos de Minas,Minas Gerais,Brazil,25,50
Tebessa,Tebessa Province,Algeria,100,0
Rocklin,California,United States of America,100,0
Sheboygan,Wisconsin,United States of America,100,0
Marina,California,United States of America,100,50
Sebring,Florida,United States of America,25,50
Morecambe,England,United Kingdom,100,25
Alexandria,Louisiana,United States of America,100,50
Jackson,Tennessee,United States of America,96.875,12.5
Nikaia,Attica Region,Greece,33.33333333,0
Eden Prairie,Minnesota,United States of America,91.66666667,8.333333333
Clovis,New Mexico,United States of America,0,100
Fond du Lac,Wisconsin,United States of America,75,75
Vernon,British Columbia,Canada,72.5,54.16666667
Lloydminster,Alberta,Canada,60.71428571,27.77777778
Konstancin-Jeziorna,Masovian Voivodeship,Poland,35,45.83333333
Chrudim,,Czech Republic,100,50
Litvinov,,Czech Republic,62.5,50
Trinec,,Czech Republic,50,50
New Port Richey,Florida,United States of America,50,0
Jupiter,Florida,United States of America,100,25
Jacksonville,North Carolina,United States of America,100,0
Lousada,Porto,Portugal,75,50
Lebanon,Ohio,United States of America,100,50
Miri,Sarawak,Malaysia,75,57.14285714
Swords,,Ireland,50,0
Malahide,,Ireland,75,25
Slidell,Louisiana,United States of America,50,100
Torrington,Wyoming,United States of America,90,75
Longmont,Colorado,United States of America,0,75
East Orange,New Jersey,United States of America,100,75
Polaniec,Swietokrzyskie Voivodeship,Poland,50,50
Sao Bras de Alportel,,Portugal,100,50
Foster City,California,United States of America,100,0
Statesboro,Georgia,United States of America,75,41.66666667
DeLand,Florida,United States of America,81.25,25
Stockton-on-Tees,England,United Kingdom,100,50
Encamp,Encamp,Andorra,50,25
Grand Junction,Colorado,United States of America,85.41666667,18.75
Vanderbijlpark,Gauteng,South Africa,11.66666667,89.58333333
North Platte,Nebraska,United States of America,100,25
Playa del Carmen,Quintana Roo,Mexico,87.5,62.5
Troy,Michigan,United States of America,62.5,25
Sakai,Fukui Prefecture,Japan,75,50
Maia,Porto,Portugal,89.28571429,0
Seixal,Setubal,Portugal,37.5,50
Weston,Florida,United States of America,100,0
Portoviejo,Manabi Province,Ecuador,62.5,50
Manta,Manabi Province,Ecuador,68.18181818,70
Broumov,,Czech Republic,75,50
Mesquite,Nevada,United States of America,100,0
Timmins,Ontario,Canada,75,45
Corner Brook,Newfoundland and Labrador,Canada,93.75,0
Ciudad del Carmen,Campeche,Mexico,66.66666667,66.66666667
Canmore,Alberta,Canada,100,25
Grays,England,United Kingdom,0,100
Chalandri,Attica Region,Greece,75,0
Novi,Michigan,United States of America,100,0
Mardan,Khyber Pakhtunkhwa,Pakistan,75,33.33333333
Brunswick,Georgia,United States of America,78.125,37.5
Opoczno,Lodz Voivodeship,Poland,0,75
Rangpur,Rangpur Division,Bangladesh,25,62.5
Corby,England,United Kingdom,65,25
Tawau,Sabah,Malaysia,100,100
Long Branch,New Jersey,United States of America,75,25
San Luis Rio Colorado,Sonora,Mexico,100,50
Monroe,Michigan,United States of America,100,25
Mossel Bay,Western Cape,South Africa,100,0
Listowel,,Ireland,100,0
Cumbernauld,Scotland,United Kingdom,87.5,0
Dalton,Georgia,United States of America,100,25
Criuleni,Criuleni District,Moldova,50,75
Kumba,Southwest,Cameroon,75,50
Mansa,Luapula Province,Zambia,75,25
Narok,,Kenya,50,100
Buckie,Scotland,United Kingdom,75,0
Humpolec,,Czech Republic,100,50
Vlasim,,Czech Republic,100,50
Krabi,Krabi,Thailand,100,50
Burton upon Trent,England,United Kingdom,0,25
Summit,New Jersey,United States of America,37.5,62.5
Wokingham,England,United Kingdom,91.66666667,0
Goole,England,United Kingdom,25,50
Dalby,Queensland,Australia,100,50
Temirtau,Karaganda Region,Kazakhstan,0,75
Hilton Head Island,South Carolina,United States of America,100,25
North Vancouver,British Columbia,Canada,92.64705882,13.46153846
Ifrane,Fes-Meknes,Morocco,100,12.5
Masaya,Masaya Department,Nicaragua,50,100
Cotacachi,Imbabura Province,Ecuador,100,0
Middelburg,Eastern Cape,South Africa,54.16666667,100
New Bern,North Carolina,United States of America,100,50
Queluz,Lisbon,Portugal,50,0
Eluru,Andhra Pradesh,India,54.16666667,57.14285714
Alpharetta,Georgia,United States of America,62.5,37.5
Radcliff,Kentucky,United States of America,87.5,50
Cumming,Georgia,United States of America,58.33333333,41.66666667
Ironton,Ohio,United States of America,100,50
Midland,Michigan,United States of America,95,33.33333333
Palakkad,Kerala,India,86.53846154,54.16666667
Fort Saskatchewan,Alberta,Canada,75,12.5
Esteli,Esteli Department,Nicaragua,75,50
Muswellbrook,New South Wales,Australia,87.5,50
Roznov pod Radhostem,,Czech Republic,100,50
Clitheroe,England,United Kingdom,100,0
Otrokovice,,Czech Republic,75,50
Smithers,British Columbia,Canada,100,50
Ipswich,Queensland,Australia,50,75
Valdosta,Georgia,United States of America,100,50
Hobbs,New Mexico,United States of America,100,50
Deal,England,United Kingdom,50,25
Yiwu,Zhejiang,People's Republic of China,0,50
Taiping,Perak,Malaysia,0,25
Princes Town,Princes Town,Trinidad and Tobago,0,100
Langley,Washington,United States of America,100,0
Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,100,25
Nakhon Sawan,Nakhon Sawan,Thailand,30.55555556,41.66666667
Lampang,Lampang,Thailand,12.5,50
Sakon Nakhon,Sakon Nakhon,Thailand,0,100
Durango,Colorado,United States of America,75,0
Farmington,New Mexico,United States of America,95,50
Rourkela,Odisha,India,33,58.33333333
Drumheller,Alberta,Canada,100,0
Spruce Grove,Alberta,Canada,100,0
Rymarov,,Czech Republic,87.5,50
Nan,Nan,Thailand,25,50
Ormoc,,Philippines,62.5,62.5
Rayong,Rayong,Thailand,43.75,75
Bilovec,,Czech Republic,62.5,50
Welkom,Free State,South Africa,75,100
Prince Rupert,British Columbia,Canada,100,58.33333333
Klerksdorp,North West,South Africa,75,75
Santo Domingo,Santo Domingo de los Tsachilas Province,Ecuador,0,50
Lower Hutt,Wellington Region,New Zealand,100,20.83333333
Hastings,Hawke's Bay Region,New Zealand,85,56.25
Porirua,Wellington Region,New Zealand,100,75
Yixing,Jiangsu,People's Republic of China,0,50
Changshu,Jiangsu,People's Republic of China,0,50
Jiangyin,Jiangsu,People's Republic of China,0,50
Williamsport,Pennsylvania,United States of America,100,0
Timaru,Canterbury Region,New Zealand,54.16666667,75
Hinton,Alberta,Canada,100,50
Sheridan,Wyoming,United States of America,95.83333333,12.5
Cholpon-Ata,Issyk-Kul Region,Kyrgyzstan,75,50
Kokopo,,Papua New Guinea,75,50
Popondetta,Oro Province,Papua New Guinea,50,100
Courtenay,British Columbia,Canada,85.71428571,33.33333333
Isa Town,Central Governorate,Bahrain,25,87.5
Cold Lake,Alberta,Canada,96.875,37.5
Owen Sound,Ontario,Canada,100,25
Paarl,Western Cape,South Africa,100,0
Samos,North Aegean Region,Greece,100,0
Butterworth,Penang,Malaysia,25,25
Selkirk,Manitoba,Canada,100,0
Comox,British Columbia,Canada,87.5,50
Rochester,Michigan,United States of America,100,0
Fairborn,Ohio,United States of America,87.5,50
San Martin de los Andes,Neuquen Province,Argentina,100,75
Moose Jaw,Saskatchewan,Canada,91.66666667,33.33333333
Uitenhage,Eastern Cape,South Africa,100,0
Rongcheng,Shandong,People's Republic of China,12.5,50
Mirpur Khas,Sindh,Pakistan,0,100
Rio Tinto,Porto,Portugal,100,75
Terrace,British Columbia,Canada,91.66666667,0
Port Mathurin,,Mauritius,75,87.5
Ypsilanti,Michigan,United States of America,75,66.66666667
Port Alberni,British Columbia,Canada,83.33333333,0
Lin'an,Zhejiang,People's Republic of China,0,50
Drayton Valley,Alberta,Canada,100,50
San Fernando,,Trinidad and Tobago,50,55
Lisle,Illinois,United States of America,100,0
Wangaratta,Victoria,Australia,100,25
Valladolid,Yucatan,Mexico,100,0
Clifden,Connacht,Ireland,100,50
Franschhoek,Western Cape,South Africa,50,75
Pathanamthitta,Kerala,India,89.70588235,38.63636364
Jaunpur,Uttar Pradesh,India,50,62.5
Nong Khai,Nong Khai,Thailand,50,37.5
Salinas,Santa Elena Province,Ecuador,25,100
Jinotega,Jinotega Department,Nicaragua,66.66666667,83.33333333
Chachoengsao,Chachoengsao,Thailand,75,100
Sandton,Gauteng,South Africa,64.58333333,33.33333333
Jhang,Punjab,Pakistan,50,50
Ainaro,Ainaro Municipality,Timor-Leste,100,75
Newcastle,KwaZulu-Natal,South Africa,6.25,81.25
Ermelo,Mpumalanga,South Africa,50,50
Pottsville,Pennsylvania,United States of America,75,0
Cambridge,Waikato Region,New Zealand,75,0
Cambridge,Ontario,Canada,63.46153846,55.76923077
Concord,North Carolina,United States of America,91.66666667,62.5
Campbell River,British Columbia,Canada,100,0
Campbellton,New Brunswick,Canada,75,0
Darayya,Rif Dimashq Governorate,Syria,100,25
Harstad,Troms og Finnmark fylke,Norway,100,75
Kampong Chhnang,Kampong Chhnang Province,Cambodia,100,50
Sibu,Sarawak,Malaysia,65,25
Cuevas del Almanzora,Andalusia,Spain,62.5,50
Andkhoy,Faryab,Afghanistan,50,50
Centurion,Gauteng,South Africa,25,72.22222222
Chapala,Jalisco,Mexico,87.5,50
Watertown,South Dakota,United States of America,95.83333333,50
Moses Lake,Washington,United States of America,75,0
Johnstown,Pennsylvania,United States of America,87.5,75
Dadu,,Pakistan,50,50
Claremorris,Connacht,Ireland,100,0
Banting,,Malaysia,25,75
Busia,,Kenya,50,100
Peshawar,Khyber Pakhtunkhwa,Pakistan,29.05405405,55.46875
Bloomsburg,Pennsylvania,United States of America,87.5,25
Darbhanga,Bihar,India,40.625,59.375
Metsamor,Armavir Region,Armenia,0,50
Frankston,Victoria,Australia,87.5,100
Cranbrook,British Columbia,Canada,100,16.66666667
Twickenham,England,United Kingdom,87.5,12.5
Hazard,Kentucky,United States of America,100,50
New Castle,Pennsylvania,United States of America,87.5,50
Anderson,South Carolina,United States of America,87.5,0
Te Anau,Southland Region,New Zealand,100,50
Warren,Pennsylvania,United States of America,100,50
Yenangyaung,,Myanmar,0,50
Woodland,Washington,United States of America,100,0
Laixi,Shandong,People's Republic of China,0,50
Kluang,Johor,Malaysia,75,100
Surin,Surin,Thailand,75,50
Yala,Yala,Thailand,70.83333333,50
Ratchaburi,Ratchaburi,Thailand,35,0
Phrae,Phrae,Thailand,12.5,50
Si Sa Ket,Si Sa Ket,Thailand,75,25
Phetchabun,Phetchabun,Thailand,58.33333333,50
Diego Martin,Diego Martin Regional Corporation,Trinidad and Tobago,100,50
Ohrid,Ohrid Municipality,North Macedonia,82.14285714,28.33333333
Masterton,Wellington Region,New Zealand,85.71428571,33.33333333
Dondo,Sofala,Mozambique,50,100
Moca,Espaillat Province,Dominican Republic,0,25
Rushan,Shandong,People's Republic of China,0,50
Chakwal,Punjab,Pakistan,50,50
Houston,British Columbia,Canada,100,50
Sechelt,British Columbia,Canada,75,0
Dibrugarh,Assam,India,51.78571429,44.44444444
Salalah,,Oman,81.25,56.25
Kalutara,Western Province,Sri Lanka,75,75
Lomnice nad Popelkou,,Czech Republic,75,50
Karratha,Western Australia,Australia,100,0
Jurong,Jiangsu,People's Republic of China,0,50
Marsh Harbour,Central Abaco,The Bahamas,50,75
Romford,England,United Kingdom,75,0
Nuwara Eliya,Central Province,Sri Lanka,83.33333333,16.66666667
Shouguang,Shandong,People's Republic of China,0,50
Samut Sakhon,Samut Sakhon,Thailand,14.28571429,75
Ashland,Massachusetts,United States of America,100,50
Okotoks,Alberta,Canada,100,12.5
Liyang,Jiangsu,People's Republic of China,0,50
Rocky Mount,Virginia,United States of America,50,75
Herndon,Virginia,United States of America,50,25
Amherst,Virginia,United States of America,100,50
Christiansburg,Virginia,United States of America,75,100
Highgate,,Jamaica,75,25
Watertown,New York,United States of America,62.5,37.5
